ID,Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
305,James Armstrong Richardson International Airport,AD,OCONUS,ACC,1 AF,1 AF,HQ,1 AIR FORCE (DET 1)
665,North Bay Air Station,AD,OCONUS,ACC,1 AF,1 AF,HQ,1 AIR FORCE (DET 2)
315,Joint Base Langley Eustis,VA,CONUS,ACC,1 AF,1 AF,HQ,1 AIR FORCE (OL C)
229,Fort Sam Houston,TX,CONUS,ACC,1 AF,1 AF,HQ,1 AIR FORCE (OL E)
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,1 NAF FORWARD ELEMENT
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,1 NAF FORWARD ELEMENT (DET 1)
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,1 NAF FORWARD ELEMENT (DET 2)
285,Homestead Air Reserve Base,FL,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,119 FIGHTER SQUADRON
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,123 FIGHTER SQUADRON
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,179 FIGHTER SQUADRON
310,Joint Base Anacostia-Bolling,MD,CONUS,ACC,1 AF,1 AF,HQ,24 AIR DEFENSE SQUADRON
,Herndon City,VA,CONUS,ACC,1 AF,1 AF,HQ,24 AIR DEFENSE SQUADRON (OL A)
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 CES
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 COMMUNICATIONS SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 CONTRACTING SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 LOGISTICS READINES SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 MEDICAL SUPPORT SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 SERVICES SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,304 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 LOGISTICS READINES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 SERVICES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,331 AEROSPACE EXP GROUP,331 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 LOGISTICS READINES SQUADRON
,College Station City,TX,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 MEDICAL OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 MISSION SUPPORT SQUADRON
,College Station City,TX,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 SERVICES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,334 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 LOGISTICS READINES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 MEDICAL OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 MISSION SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 SERVICES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,335 SFS
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 CES
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 COMMUNICATIONS SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 CONTRACTING SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 LOGISTICS READINES SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 MISSION SUPPORT SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 SERVICES SQUADRON
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,41 SFS
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,466 AEROSPACE EXP SQUADRON
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,466 AIRCRAFT MAINT SQUADRON
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,466 MAINTENANCE SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,601 AIR OPERATIONS GROUP,601 AIR COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,601 AIR OPERATIONS GROUP,601 AIR INTELLIGENCE SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,601 AIR OPERATIONS CENTER
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,601 AIR OPERATIONS GROUP,601 AIR OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,601 AIR OPERATIONS GROUP,601 COMBAT PLANS SQUADRON
113,Columbus Air Force Base,MS,CONUS,ACC,1 AF,1 AF,HQ,620 RESCUE SQUADRON
710,PORT AU PRINCE IN International Airport,HAITI,OCONUS,ACC,1 AF,1 AF,153 AEROSPACE EXP GROUP,823 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,AF RESCUE COORD CENTER
,YORK COUNTY City,VA,CONUS,ACC,1 AF,1 AF,HQ,AF RESCUE COORD CENTER (OL A)
27,ARLINGTON ADM,VA,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (DET 28)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL AK)
264,Griffiss International Airport,NY,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL ANG)
317,Joint Base Lewis-McChord Air Base Station,WA,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL ANG)
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL ANG)
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL ANG0)
441,Montgomery Regional Airport,AL,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL AT)
393,March Joint Air Reserve Base,CA,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL CAVA)
701,Peterson Space Force Base,CO,CONUS,ACC,1 AF,1 AF,HQ,ANG READINESS - FOA (OL F)
398,Maxwell Air Force Base,AL,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL
320,Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 1)
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 2)
859,Wright-Patterson Air Force Base,OH,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 3)
157,Dobbins Air Reserve Base,GA,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 4)
434,MINNEAPOLIS ST PA JAP,MN,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 5)
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 6)
701,Peterson Space Force Base,CO,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 7)
53,Beale Air Force Base,CA,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (DET 8)
,PORTSMOUTH City,NH,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 1A)
,White Plains City,NY,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 1B)
72,BURLINGTON City,NC,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 2A)
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 2B)
315,Joint Base Langley Eustis,VA,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 2C)
,GREAT LAKES TNG NYI,IL,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 3A)
379,LOUISVILLE INTL S JAP,KY,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 3B)
385,MacDill Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 4A)
,KNOXVILLE City,TN,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 4AA)
,FARGO City,ND,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 5A)
680,Offutt Air Force Base,NE,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 5B)
,Waco City,TX,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 6A)
384,Luke Air Force Base,AZ,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 6B)
372,Little Rock Air Force Base,AR,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 6C)
743,Salt Lake City,UT,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 7A)
71,Buckley Space Force Base,CO,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 7B)
60,BOISE City,ID,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 7C)
286,Honolulu City,HI,OCONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 8A)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 8B)
317,Joint Base Lewis-McChord Air Base Station,WA,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL 8C)
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,CAP USAF AIR PATROL (OL A)
264,Griffiss International Airport,NY,CONUS,ACC,1 AF,1 AF,HQ,EASTERN AIR DEF SECTION
710,Port Au Prince International Airport,HAITI,OCONUS,ACC,1 AF,1 AF,153 AEROSPACE EXP GROUP,SFS
317,Joint Base Lewis-McChord Air Base Station,WA,CONUS,ACC,1 AF,1 AF,HQ,WESTERN AIR DEF SECTION
60,BOISE AIR TERMINA JAP,ID,CONUS,ACC,1 AF,1 AF,153 AEROSPACE EXP GROUP,HQ
60,BOISE City,ID,CONUS,ACC,1 AF,1 AF,302 AEROSPACE EXP GROUP,HQ
694,Patrick Space Force Base,FL,CONUS,ACC,1 AF,1 AF,304 AEROSPACE EXP GROUP,HQ
,College Station City,TX,CONUS,ACC,1 AF,1 AF,334 AEROSPACE EXP GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,335 AEROSPACE EXP GROUP,HQ
301,Jackson Evers International Airport,MS,CONUS,ACC,1 AF,1 AF,347 RESCUE GROUP,HQ
285,Homestead Air Reserve Base,FL,CONUS,ACC,1 AF,1 AF,41 AEROSPACE EXP GROUP,HQ
,SAVANNAH FTS ANG ANX,GA,CONUS,ACC,1 AF,1 AF,466 AEROSPACE EXP GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,601 AIR OPERATIONS GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,1 AF,HQ,HQ
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,320 AEROSPACE EXP WING,HQ,320 AEROSPACE EXP WING (DET 1)
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,320 AEROSPACE EXP WING,HQ,320 AEROSPACE EXP WING (OL A)
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,320 AEROSPACE EXP WING,HQ,320 AEROSPACE EXP WING (OL B)
311,Joint Base Andrews,MD,CONUS,ACC,1 AF,320 AEROSPACE EXP WING,HQ,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MEDICAL GROUP,485 AEROMED EVAC SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MAINTENANCE GROUP,485 AIRCRAFT MAINT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 FORCE SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 LOGISTICS READINES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MAINTENANCE GROUP,485 MAINTENANCE OPS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MAINTENANCE GROUP,485 MAINTENANCE SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 OPERATIONS GROUP,485 OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 OPERATIONS GROUP,485 OPERATIONS SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,485 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MAINTENANCE GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MEDICAL GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 MISSION SUPPORT GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,485 OPERATIONS GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,485 AEROSPACE EXP WING,HQ,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MAINTENANCE GROUP,486 AIRCRAFT MAINT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 FORCE SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 LOGISTICS READINES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MAINTENANCE GROUP,486 MAINTENANCE OPS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MAINTENANCE GROUP,486 MAINTENANCE SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 OPERATIONS GROUP,486 OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,486 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MAINTENANCE GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MEDICAL GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 MISSION SUPPORT GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,486 OPERATIONS GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,486 AEROSPACE EXP WING,HQ,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MAINTENANCE GROUP,487 AIRCRAFT MAINT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 CES
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 COMMUNICATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 CONTRACTING SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 FORCE SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 LOGISTICS READINES SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MAINTENANCE GROUP,487 MAINTENANCE OPS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 OPERATIONS GROUP,487 MAINTENANCE SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 OPERATIONS GROUP,487 OPERATIONS SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 OPERATIONS GROUP,487 OPERATIONS SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,487 SFS
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MAINTENANCE GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MEDICAL GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 MISSION SUPPORT GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,487 OPERATIONS GROUP,HQ
824,Tyndall Air Force Base,FL,CONUS,ACC,1 AF,487 AEROSPACE EXP WING,HQ,HQ
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,10 AF,HQ,10 AIR FORCE (DET 1)
326,Joint Base San Antonio Randolph AFB,TX,CONUS,AFRC,10 AF,10 AF,HQ,10 AIR FORCE (OL A)
832,Vandenberg Air Force Base,CA,CONUS,AFRC,10 AF,10 AF,HQ,10 AIR FORCE (OL B)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,302 FIGHTER SQUADRON
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 AEROSPACE MEDICINE FLIGHT
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 AIRCRAFT MAINT SQUADRON
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON (OL LG00)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON (OL SC00)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 MAINTENANCE SQUADRON
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 OPERATIONS SUPPORT FLIGHT
811,Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 AIRCRAFT MAINT SQUADRON
811,Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 MAINTENANCE SQUADRON
811,Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 OPERATIONS SUPPORT SQUADRON
140,Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,10 AF,HQ,610 COMMAND-CONTROL SQUADRON
393,March Joint Air Reserve Base,CA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,701 COMBAT OPERATIONS SQUADRON
323,Joint Base Pearl Harbor-Hickam,HI,OCONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,701 COMBAT OPERATIONS SQUADRON (DET 1)
315,Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,710 COMBAT OPERATIONS SQUADRON
772,Shaw Air Force Base,SC,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,710 COMBAT OPERATIONS SQUADRON (DET 1)
53,Beale Air Force Base,CA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON
323,Joint Base Pearl Harbor-Hickam,HI,OCONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON (DET 1)
772,Shaw Air Force Base,SC,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON (DET 2)
811,Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,970 AIRBORNE AIR CTRL SQUADRON
820,Tucson International Airport,AZ,CONUS,AFRC,10 AF,10 AF,HQ,ANG-AFR TEST OFFICE
372,Little Rock Air Force Base,AR,CONUS,AFRC,10 AF,10 AF,HQ,ANG-AFR TEST OFFICE (OL A)
314,Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,HQ
811,Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,HQ
393,March Joint Air Reserve Base,CA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,HQ
325,Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,10 AF,10 AF,NETWORK OPERATIONS GROUP,HQ
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,10 AF,HQ,HQ
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MAINTENANCE GROUP,301 AIRCRAFT MAINT SQUADRON
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 CES
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 COMMUNICATIONS SQUADRON
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 CONTRACTING FLIGHT
824,Tyndall Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,301 FIGHTER SQUADRON
170,Eglin Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,301 FIGHTER SQUADRON (DET 1)
824,Tyndall Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,301 FIGHTER SQUADRON (OL A)
170,Eglin Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,301 FIGHTER SQUADRON (OL B)
170,Eglin Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,HQ,301 FIGHTER WING (DET 1)
233,Fort SILL AIN,OK,CONUS,AFRC,10 AF,301 FIGHTER WING,HQ,301 FIGHTER WING (OL CM)
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,HQ,301 FIGHTER WING (OL FM00)
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 FORCE SUPPORT SQUADRON
824,Tyndall Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 FORCE SUPPORT SQUADRON (OL A)
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,301 LOGISTICS READINES SQUADRON
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MAINTENANCE GROUP,301 MAINTENANCE SQUADRON
461,FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,HQ,301 MEDICAL SQUADRON
